WKT,name
"POLYGON ((-121.401806 36.841335,-121.401857 36.841335,-121.401857 36.841256,-121.401806 36.841256,-121.401806 36.841335))",San Benito
"POLYGON ((-121.407125 36.842379,-121.407297 36.842379,-121.407297 36.842331,-121.407348 36.842331,-121.407348 36.842263,-121.407125 36.842263,-121.407125 36.842379))",San Benito
"POLYGON ((-121.399727 36.843251,-121.399914 36.843254,-121.399913 36.843298,-121.400138 36.843301,-121.40014 36.843208,-121.399907 36.843206,-121.399907 36.843195,-121.399728 36.843193,-121.399727 36.843251))",San Benito
"POLYGON ((-121.400688 36.843248,-121.400624 36.843248,-121.400624 36.843214,-121.400562 36.843214,-121.400562 36.843254,-121.4005 36.843254,-121.4005 36.843332,-121.400688 36.843332,-121.400688 36.843248))",San Benito
"POLYGON ((-121.399207 36.84372,-121.399296 36.84372,-121.399296 36.843757,-121.399352 36.843757,-121.399352 36.843656,-121.399207 36.843656,-121.399207 36.84372))",San Benito
"POLYGON ((-121.399948 36.843941,-121.399948 36.844004,-121.400087 36.844004,-121.400087 36.843941,-121.399948 36.843941))",San Benito
"POLYGON ((-121.403722 36.844244,-121.403923 36.844244,-121.403923 36.844145,-121.403722 36.844145,-121.403722 36.844244))",San Benito
"POLYGON ((-121.420702 36.834021,-121.420672 36.83399,-121.420624 36.834021,-121.420653 36.834051,-121.420702 36.834021))",San Benito
"POLYGON ((-121.39766 36.836208,-121.397519 36.836206,-121.397515 36.836362,-121.397656 36.836364,-121.39766 36.836208))",San Benito
"POLYGON ((-121.391825 36.839671,-121.391787 36.839689,-121.391825 36.839739,-121.391862 36.839721,-121.391825 36.839671))",San Benito
"POLYGON ((-121.398243 36.84,-121.398245 36.839878,-121.398304 36.839879,-121.398306 36.839821,-121.39815 36.839819,-121.398145 36.840083,-121.3983 36.840085,-121.398302 36.84,-121.398243 36.84))",San Benito
"POLYGON ((-121.397434 36.841769,-121.397542 36.841769,-121.397542 36.84164,-121.397434 36.84164,-121.397434 36.841769))",San Benito
"POLYGON ((-121.397644 36.842256,-121.397607 36.842256,-121.397607 36.84214,-121.397564 36.84214,-121.397564 36.842017,-121.397484 36.842017,-121.397483 36.842139,-121.397526 36.84214,-121.397526 36.842263,-121.397558 36.842263,-121.397558 36.842382,-121.397644 36.842382,-121.397644 36.842256))",San Benito
"POLYGON ((-121.389627 36.842771,-121.389779 36.842771,-121.389779 36.842643,-121.389715 36.842643,-121.389715 36.842602,-121.389627 36.842602,-121.389627 36.842771))",San Benito
"POLYGON ((-121.398338 36.842769,-121.398338 36.842907,-121.398556 36.842907,-121.398556 36.842769,-121.398338 36.842769))",San Benito
"POLYGON ((-121.384828 36.836575,-121.385015 36.836579,-121.385018 36.83649,-121.384938 36.836488,-121.38494 36.836424,-121.384753 36.83642,-121.38475 36.836496,-121.38483 36.836498,-121.384828 36.836575))",San Benito
"POLYGON ((-121.383158 36.837459,-121.383075 36.837459,-121.383075 36.837504,-121.382997 36.837504,-121.382998 36.837449,-121.382902 36.837449,-121.382901 36.837593,-121.383069 36.837593,-121.383069 36.837642,-121.383158 36.837642,-121.383158 36.837459))",San Benito
"POLYGON ((-121.385372 36.838202,-121.385502 36.838264,-121.385613 36.838117,-121.385483 36.838054,-121.385372 36.838202))",San Benito
"POLYGON ((-121.385447 36.844218,-121.3856 36.844294,-121.385725 36.844133,-121.385572 36.844057,-121.385447 36.844218))",San Benito
"POLYGON ((-121.388398 36.831793,-121.388567 36.831793,-121.388567 36.83166,-121.388398 36.83166,-121.388398 36.831793))",San Benito
"POLYGON ((-121.394806 36.832446,-121.394804 36.832517,-121.394752 36.832516,-121.394749 36.832616,-121.394962 36.83262,-121.394967 36.832449,-121.394806 36.832446))",San Benito
"POLYGON ((-121.395627 36.832999,-121.395739 36.833001,-121.395741 36.832956,-121.395845 36.832959,-121.395851 36.832824,-121.395634 36.832818,-121.395627 36.832999))",San Benito
"POLYGON ((-121.386147 36.829917,-121.386157 36.8297,-121.386052 36.829697,-121.386048 36.829796,-121.385944 36.829793,-121.385943 36.829823,-121.385677 36.829815,-121.385673 36.829903,-121.386147 36.829917))",San Benito
"POLYGON ((-121.38613 36.832557,-121.38597 36.832363,-121.38597 36.832376,-121.385843 36.832223,-121.385843 36.832219,-121.385718 36.832069,-121.385718 36.832069,-121.385613 36.831942,-121.385444 36.832032,-121.385575 36.832191,-121.385575 36.832197,-121.385665 36.832306,-121.385663 36.832476,-121.385526 36.832475,-121.385523 36.832704,-121.385542 36.832726,-121.385541 36.832801,-121.385648 36.832802,-121.385647 36.832875,-121.385656 36.832885,-121.385714 36.832886,-121.385715 36.832808,-121.385825 36.832809,-121.385826 36.832694,-121.385794 36.832694,-121.385796 36.832538,-121.385879 36.832539,-121.385966 36.832644,-121.38613 36.832557))",San Benito
"POLYGON ((-121.38499 36.834385,-121.384991 36.834272,-121.384832 36.834271,-121.384831 36.834451,-121.385059 36.834452,-121.385059 36.834385,-121.38499 36.834385))",San Benito
"POLYGON ((-121.399977 36.809967,-121.400147 36.809994,-121.400198 36.80979,-121.399765 36.809721,-121.399745 36.809799,-121.399854 36.809817,-121.399835 36.809893,-121.39999 36.809918,-121.399977 36.809967))",San Benito
"POLYGON ((-121.389398 36.818285,-121.389369 36.818352,-121.389433 36.81837,-121.389417 36.818406,-121.389496 36.818429,-121.389558 36.818288,-121.389451 36.818257,-121.389434 36.818295,-121.389398 36.818285))",San Benito
"POLYGON ((-121.394553 36.811801,-121.394728 36.811914,-121.394802 36.811841,-121.394627 36.811728,-121.394553 36.811801))",San Benito
"POLYGON ((-121.383651 36.816223,-121.38405 36.816315,-121.384086 36.816213,-121.383687 36.816122,-121.383651 36.816223))",San Benito
"POLYGON ((-121.384967 36.816613,-121.384951 36.816707,-121.385169 36.81673,-121.385185 36.816637,-121.384967 36.816613))",San Benito
"POLYGON ((-121.407066 36.807849,-121.406961 36.807574,-121.406694 36.807639,-121.406727 36.807726,-121.406822 36.807702,-121.406847 36.807767,-121.406916 36.80775,-121.406963 36.807874,-121.407066 36.807849))",San Benito
"POLYGON ((-121.395384 36.804554,-121.395466 36.804673,-121.395672 36.804582,-121.39559 36.804463,-121.395384 36.804554))",San Benito
"POLYGON ((-121.507818 36.857435,-121.507732 36.857435,-121.507732 36.857703,-121.507818 36.857703,-121.507818 36.857435))",San Benito
"POLYGON ((-121.468661 36.849659,-121.468762 36.849659,-121.468762 36.849528,-121.468607 36.849528,-121.468607 36.849603,-121.468661 36.849603,-121.468661 36.849659))",San Benito
"POLYGON ((-121.507276 36.84428,-121.507228 36.84428,-121.507228 36.844358,-121.507276 36.844358,-121.507276 36.84428))",San Benito
"POLYGON ((-121.503959 36.805794,-121.503801 36.805672,-121.503678 36.805775,-121.503762 36.805839,-121.503786 36.805819,-121.503949 36.805944,-121.504018 36.805886,-121.503929 36.805818,-121.503959 36.805794))",San Benito
"POLYGON ((-121.485195 36.804762,-121.485334 36.804918,-121.485416 36.804915,-121.485419 36.804967,-121.485411 36.804971,-121.485413 36.805002,-121.485558 36.804997,-121.485552 36.804898,-121.485593 36.804874,-121.485592 36.804854,-121.485646 36.804822,-121.485676 36.804856,-121.485733 36.804823,-121.485721 36.804599,-121.485613 36.804602,-121.48562 36.80473,-121.485489 36.804805,-121.485402 36.804808,-121.485304 36.804699,-121.485195 36.804762))",San Benito
"POLYGON ((-121.45427 36.862635,-121.454429 36.862635,-121.454429 36.862521,-121.45427 36.862521,-121.45427 36.862635))",San Benito
"POLYGON ((-121.452984 36.844536,-121.452953 36.844426,-121.452847 36.844446,-121.452821 36.844356,-121.452715 36.844376,-121.452773 36.844575,-121.452984 36.844536))",San Benito
"POLYGON ((-121.432824 36.856544,-121.432652 36.856544,-121.432652 36.856675,-121.432824 36.856675,-121.432824 36.856544))",San Benito
"POLYGON ((-121.431573 36.855287,-121.431567 36.855472,-121.431677 36.855475,-121.431679 36.855414,-121.431763 36.855416,-121.431766 36.85533,-121.431671 36.855328,-121.431672 36.855288,-121.431573 36.855287))",San Benito
"POLYGON ((-121.423289 36.85639,-121.423254 36.856422,-121.423362 36.856498,-121.423457 36.856412,-121.423301 36.856303,-121.423242 36.856357,-121.423289 36.85639))",San Benito
"POLYGON ((-121.431316 36.856873,-121.431421 36.856873,-121.431421 36.856768,-121.431236 36.856768,-121.431236 36.856851,-121.431316 36.856851,-121.431316 36.856873))",San Benito
"POLYGON ((-121.428231 36.856963,-121.428164 36.856962,-121.428162 36.857041,-121.428376 36.857044,-121.428379 36.856924,-121.428231 36.856922,-121.428231 36.856963))",San Benito
"POLYGON ((-121.427306 36.856965,-121.427236 36.856965,-121.427236 36.857049,-121.427379 36.857049,-121.427379 36.857014,-121.427446 36.857014,-121.427446 36.856926,-121.427306 36.856926,-121.427306 36.856965))",San Benito
"POLYGON ((-121.421277 36.847227,-121.421498 36.847304,-121.421526 36.847253,-121.421305 36.847176,-121.421277 36.847227))",San Benito
"POLYGON ((-121.421454 36.849352,-121.421454 36.849518,-121.42155 36.849518,-121.42155 36.849352,-121.421454 36.849352))",San Benito
"POLYGON ((-121.428215 36.853091,-121.428285 36.853084,-121.428291 36.853116,-121.428429 36.853101,-121.428412 36.853004,-121.428204 36.853027,-121.428215 36.853091))",San Benito
"POLYGON ((-121.408598 36.876337,-121.408593 36.876432,-121.40872 36.876436,-121.408738 36.876126,-121.408609 36.876121,-121.408602 36.876248,-121.408561 36.876247,-121.408555 36.876336,-121.408598 36.876337))",San Benito
"POLYGON ((-121.416913 36.864794,-121.417122 36.864794,-121.417122 36.864682,-121.416913 36.864682,-121.416913 36.864794))",San Benito
"POLYGON ((-121.397594 36.862293,-121.397767 36.862296,-121.397769 36.862234,-121.397728 36.862233,-121.397729 36.86219,-121.397654 36.862189,-121.397653 36.86223,-121.397597 36.862228,-121.397594 36.862293))",San Benito
"POLYGON ((-121.393678 36.868542,-121.393667 36.86849,-121.393459 36.868518,-121.39347 36.86857,-121.393678 36.868542))",San Benito
"POLYGON ((-121.389069 36.868551,-121.389069 36.868689,-121.389208 36.868689,-121.389208 36.868551,-121.389069 36.868551))",San Benito
"POLYGON ((-121.412632 36.853639,-121.412632 36.853563,-121.412444 36.853563,-121.412444 36.853639,-121.412632 36.853639))",San Benito
"POLYGON ((-121.410143 36.853797,-121.410143 36.853722,-121.410044 36.853722,-121.410044 36.853797,-121.410143 36.853797))",San Benito
"POLYGON ((-121.411682 36.853991,-121.411806 36.853991,-121.411806 36.853857,-121.411755 36.853857,-121.411755 36.853903,-121.411682 36.853903,-121.411682 36.853991))",San Benito
"POLYGON ((-121.414534 36.853923,-121.414485 36.854103,-121.414541 36.854113,-121.414554 36.854064,-121.414595 36.854071,-121.414631 36.85394,-121.414534 36.853923))",San Benito
"POLYGON ((-121.411111 36.855688,-121.411111 36.855843,-121.411192 36.855843,-121.411192 36.855688,-121.411111 36.855688))",San Benito
"POLYGON ((-121.409858 36.854911,-121.409858 36.854965,-121.40992 36.854965,-121.40992 36.854911,-121.409858 36.854911))",San Benito
"POLYGON ((-121.403193 36.854926,-121.403201 36.854887,-121.403101 36.854875,-121.403078 36.854996,-121.403241 36.855015,-121.403256 36.854933,-121.403193 36.854926))",San Benito
"POLYGON ((-121.418888 36.847729,-121.419049 36.847733,-121.419056 36.847566,-121.418981 36.847564,-121.418979 36.84762,-121.418893 36.847617,-121.418888 36.847729))",San Benito
"POLYGON ((-121.410436 36.84793,-121.410425 36.847982,-121.410512 36.847993,-121.410522 36.847941,-121.410436 36.84793))",San Benito
"POLYGON ((-121.41205 36.848876,-121.41216 36.848876,-121.41216 36.848927,-121.412235 36.848927,-121.412235 36.848745,-121.41205 36.848745,-121.41205 36.848876))",San Benito
"POLYGON ((-121.417955 36.849954,-121.417955 36.849901,-121.417813 36.849902,-121.417814 36.850025,-121.418006 36.850024,-121.418005 36.849953,-121.417955 36.849954))",San Benito
"POLYGON ((-121.411187 36.850357,-121.411187 36.850419,-121.411374 36.85042,-121.411376 36.850301,-121.411243 36.8503,-121.411242 36.850358,-121.411187 36.850357))",San Benito
"POLYGON ((-121.417304 36.851172,-121.417468 36.851172,-121.417468 36.851016,-121.417393 36.851016,-121.417393 36.851069,-121.417304 36.851069,-121.417304 36.851172))",San Benito
"POLYGON ((-121.42007 36.851282,-121.42007 36.851162,-121.419954 36.851162,-121.419954 36.851213,-121.419882 36.851213,-121.419882 36.851282,-121.42007 36.851282))",San Benito
"POLYGON ((-121.399417 36.844972,-121.399189 36.844972,-121.399189 36.845051,-121.399417 36.845051,-121.399417 36.844972))",San Benito
"POLYGON ((-121.403099 36.845369,-121.403182 36.845369,-121.403182 36.845248,-121.403099 36.845248,-121.403099 36.845369))",San Benito
"POLYGON ((-121.406913 36.847487,-121.407114 36.847488,-121.407115 36.847367,-121.406974 36.847366,-121.406974 36.847399,-121.406914 36.847399,-121.406913 36.847487))",San Benito
"POLYGON ((-121.407399 36.847485,-121.407399 36.847605,-121.407603 36.847605,-121.407603 36.847485,-121.407399 36.847485))",San Benito
"POLYGON ((-121.399441 36.848082,-121.399502 36.848082,-121.399502 36.847966,-121.399441 36.847966,-121.399441 36.848082))",San Benito
"POLYGON ((-121.405015 36.848117,-121.405279 36.848116,-121.405278 36.848008,-121.405014 36.848009,-121.405015 36.848117))",San Benito
"POLYGON ((-121.403341 36.84853,-121.403341 36.848638,-121.40344 36.848638,-121.40344 36.84853,-121.403341 36.84853))",San Benito
"POLYGON ((-121.40602 36.850024,-121.405942 36.85007,-121.405975 36.850106,-121.405922 36.850138,-121.406096 36.850326,-121.406228 36.850248,-121.40602 36.850024))",San Benito
"POLYGON ((-121.408775 36.850413,-121.408775 36.850265,-121.408684 36.850265,-121.408684 36.850413,-121.408775 36.850413))",San Benito
"POLYGON ((-121.406736 36.852239,-121.406736 36.852379,-121.406803 36.852379,-121.406803 36.852239,-121.406736 36.852239))",San Benito
"POLYGON ((-121.388947 36.855191,-121.389104 36.855195,-121.389108 36.855092,-121.389061 36.855091,-121.389063 36.855042,-121.388953 36.855039,-121.388947 36.855191))",San Benito
"POLYGON ((-121.389344 36.85521,-121.389501 36.855211,-121.389501 36.855109,-121.389456 36.855109,-121.389456 36.855056,-121.389345 36.855056,-121.389344 36.85521))",San Benito
"POLYGON ((-121.394604 36.855629,-121.394633 36.855677,-121.394683 36.855658,-121.39473 36.855737,-121.394826 36.8557,-121.39475 36.855573,-121.394604 36.855629))",San Benito
"POLYGON ((-121.393409 36.856075,-121.393403 36.856177,-121.393586 36.856184,-121.393591 36.856089,-121.393424 36.856083,-121.393428 36.856024,-121.393345 36.856021,-121.393342 36.856072,-121.393409 36.856075))",San Benito
"POLYGON ((-121.3981 36.845581,-121.3981 36.845695,-121.398204 36.845695,-121.398204 36.845581,-121.3981 36.845581))",San Benito
"POLYGON ((-121.389602 36.845777,-121.389602 36.845678,-121.389423 36.845678,-121.389423 36.845813,-121.389554 36.845813,-121.389554 36.845777,-121.389602 36.845777))",San Benito
"POLYGON ((-121.394092 36.848717,-121.394271 36.848725,-121.394269 36.848763,-121.394411 36.848769,-121.394419 36.848636,-121.394098 36.848623,-121.394092 36.848717))",San Benito
"POLYGON ((-121.396227 36.853081,-121.396227 36.852999,-121.396112 36.852999,-121.396112 36.853081,-121.396227 36.853081))",San Benito
"POLYGON ((-121.384778 36.846192,-121.384722 36.846192,-121.384723 36.846127,-121.384573 36.846125,-121.38457 36.846256,-121.384776 36.846259,-121.384778 36.846192))",San Benito
"POLYGON ((-121.387197 36.846565,-121.387196 36.846634,-121.387424 36.846638,-121.387427 36.8465,-121.387261 36.846498,-121.387259 36.846566,-121.387197 36.846565))",San Benito
"POLYGON ((-121.384403 36.849542,-121.384508 36.849543,-121.384509 36.849477,-121.384598 36.849478,-121.3846 36.849387,-121.384406 36.849384,-121.384403 36.849542))",San Benito
"POLYGON ((-121.385174 36.850086,-121.385174 36.850114,-121.385099 36.850114,-121.385098 36.850234,-121.385186 36.850234,-121.385186 36.850209,-121.385291 36.850209,-121.385292 36.850087,-121.385174 36.850086))",San Benito
"POLYGON ((-121.382373 36.851279,-121.382496 36.851279,-121.382497 36.850991,-121.382374 36.850991,-121.382373 36.851279))",San Benito
"POLYGON ((-121.46368 36.84243,-121.46368 36.842499,-121.463875 36.842499,-121.463875 36.84243,-121.46368 36.84243))",San Benito
"POLYGON ((-121.422602 36.830587,-121.42275 36.830611,-121.423072 36.829305,-121.422924 36.829282,-121.422602 36.830587))",San Benito
"POLYGON ((-121.422471 36.823889,-121.422511 36.823905,-121.422573 36.82381,-121.422382 36.823731,-121.422273 36.823899,-121.422423 36.823961,-121.422471 36.823889))",San Benito
"POLYGON ((-121.427407 36.812027,-121.427263 36.811994,-121.42721 36.812139,-121.427462 36.812198,-121.427507 36.812074,-121.4274 36.812049,-121.427407 36.812027))",San Benito
"POLYGON ((-121.41581 36.840642,-121.41581 36.84076,-121.415861 36.84076,-121.415861 36.840642,-121.41581 36.840642))",San Benito
"POLYGON ((-121.41441 36.841365,-121.414579 36.841365,-121.41458 36.841233,-121.414411 36.841233,-121.41441 36.841365))",San Benito
"POLYGON ((-121.417004 36.842457,-121.416937 36.842456,-121.416936 36.842524,-121.417105 36.842525,-121.417106 36.842405,-121.417004 36.842404,-121.417004 36.842457))",San Benito
"POLYGON ((-121.402146 36.83785,-121.402175 36.837944,-121.402127 36.837954,-121.402147 36.838016,-121.402341 36.837977,-121.402274 36.837764,-121.402172 36.837784,-121.40219 36.837841,-121.402146 36.83785))",San Benito
"POLYGON ((-121.398929 36.838276,-121.398928 36.838379,-121.39906 36.83838,-121.399061 36.838295,-121.399111 36.838295,-121.399113 36.838097,-121.398985 36.838096,-121.398983 36.838277,-121.398929 36.838276))",San Benito
"POLYGON ((-121.399795 36.840021,-121.399796 36.839857,-121.399619 36.839856,-121.399619 36.839922,-121.399698 36.839922,-121.399698 36.839966,-121.399635 36.839966,-121.399634 36.84002,-121.399795 36.840021))",San Benito
"POLYGON ((-121.401697 36.840324,-121.401761 36.840324,-121.401761 36.840206,-121.401672 36.840206,-121.401672 36.840213,-121.401697 36.840213,-121.401697 36.840324))",San Benito
